transaction_id,customer_id,transaction_date,transaction_type,amount,mode,merchant_category,city,is_international,account_balance
720,100025,2025-07-04,debit,144760.54,upi,travel,Chennai,0,318803.07
721,100075,2026-02-05,debit,4076.98,cash,bill_payment,Delhi,1,377348.28
722,100084,2025-12-26,debit,65538.34,salary,transfer,Pune,0,49201.01
723,100011,2025-07-12,debit,47136.98,upi,investment,Delhi,0,187325.15
724,100017,2026-04-09,debit,1157.83,upi,travel,Bangalore,0,292184.32
725,100078,2025-03-14,debit,4284.64,imps,food,Pune,0,244019.35
726,100024,2025-10-09,credit,1754.28,upi,transfer,Hyderabad,1,431007.28
727,100044,2025-10-07,debit,2437.56,atm,investment,Delhi,0,328195.35
728,100081,2025-12-15,credit,4284.04,imps,transfer,Bangalore,1,89895.5
729,100078,2025-02-25,debit,20745.59,atm,travel,Delhi,0,347553.58
730,100016,2026-02-17,credit,3131.93,cash,travel,Delhi,0,340541.86
731,100070,2026-04-09,debit,3753.3,imps,shopping,Chennai,0,257006.88
732,100043,2025-11-15,debit,48082.44,cash,transfer,Pune,0,461002.79
733,100093,2025-09-20,debit,1767.76,cash,shopping,Pune,0,103365.72
734,100034,2025-08-07,credit,1864.11,salary,transfer,Chennai,0,124122.3
735,100025,2025-10-22,debit,1977.1,imps,salary,Pune,0,486935.41
736,100064,2025-08-26,credit,2688.46,salary,travel,Hyderabad,1,39344.01
737,100086,2026-02-17,debit,1058.78,atm,investment,Chennai,0,150066.73
738,100017,2025-10-19,debit,1184.47,imps,shopping,Bangalore,0,237167.94
739,100088,2025-05-18,debit,46298.96,salary,bill_payment,Bangalore,0,240610.64
740,100007,2025-05-25,credit,42394.9,card,salary,Delhi,0,19555.99
741,100029,2025-03-24,debit,1008.52,neft,travel,Mumbai,0,319402.83
742,100090,2025-08-12,credit,4665.66,card,salary,Bangalore,0,187194.34
743,100026,2025-12-03,debit,1806.23,atm,bill_payment,Mumbai,0,207127.84
744,100098,2025-11-12,debit,564.87,card,shopping,Hyderabad,0,374926.69
745,100010,2025-04-03,debit,245.04,atm,shopping,Bangalore,1,472686.17
746,100015,2025-05-27,credit,2498.29,imps,food,Delhi,0,52544.13
747,100016,2025-11-08,credit,47693.05,neft,salary,Mumbai,0,75994.78
748,100010,2025-06-16,debit,1279.44,neft,investment,Delhi,0,122699.43
749,100068,2025-12-21,credit,1970.81,cash,rent,Pune,0,161509.03
750,100043,2025-10-02,debit,606.19,cash,investment,Bangalore,0,126914.08
751,100050,2026-03-17,debit,3068.86,atm,travel,Mumbai,0,326991.72
752,100087,2025-01-09,debit,4448.08,atm,food,Delhi,0,397139.73
753,100038,2025-09-06,debit,19458.11,card,transfer,Bangalore,1,115478.67
754,100078,2025-01-01,debit,3222.12,salary,investment,Bangalore,1,391688.95
755,100011,2026-03-27,credit,63436.72,salary,bill_payment,Bangalore,0,328604.8
756,100082,2025-12-28,debit,2669.38,card,bill_payment,Delhi,1,352288.01
757,100013,2025-10-07,debit,1587.96,cash,salary,Bangalore,0,257087.51
758,100034,2025-12-15,credit,60433.76,upi,transfer,Pune,0,464957.12
759,100090,2025-10-24,debit,1442.87,cash,rent,Hyderabad,0,487333.43
760,100018,2025-12-02,debit,41465.42,atm,investment,Chennai,0,154394.27
761,100046,2025-02-28,debit,1195.18,neft,food,Delhi,0,374479.63
762,100046,2026-02-21,credit,2394.49,imps,transfer,Hyderabad,0,376329.92
763,100095,2026-03-26,credit,1989.07,card,food,Hyderabad,0,448919.52
764,100019,2025-04-16,credit,7962.49,atm,transfer,Delhi,1,179516.8
765,100063,2026-02-04,credit,11115.52,atm,food,Chennai,0,125779.31
766,100043,2025-06-01,credit,4282.59,card,salary,Hyderabad,0,421973.72
767,100044,2025-11-01,debit,1128.48,salary,transfer,Bangalore,0,420087.73
768,100021,2025-07-07,debit,1273.39,neft,salary,Delhi,1,39686.04
769,100080,2025-04-14,debit,40797.08,imps,rent,Chennai,0,280439.61
770,100076,2025-03-26,debit,24478.88,atm,transfer,Mumbai,0,103880.38
771,100060,2026-03-11,credit,42102.69,card,transfer,Pune,0,364466.44
772,100006,2025-12-12,debit,43979.51,upi,investment,Mumbai,0,481007.02
773,100072,2025-03-17,credit,2798.52,neft,transfer,Bangalore,1,16204.05
774,100050,2025-08-28,credit,4755.93,neft,shopping,Bangalore,0,240754.01
775,100032,2026-01-25,debit,660.84,neft,travel,Delhi,0,154126.35
776,100050,2025-11-05,debit,422.28,imps,bill_payment,Delhi,1,227322.1
777,100056,2025-11-11,credit,2284.01,card,transfer,Delhi,0,465391.97
778,100056,2026-03-10,credit,26093.71,atm,transfer,Mumbai,1,456193.7
779,100021,2025-11-14,credit,26407.93,cash,travel,Chennai,0,125607.81
780,100003,2025-07-26,credit,4528.96,neft,bill_payment,Bangalore,1,280662.75
781,100009,2026-03-04,credit,2102.19,card,travel,Pune,0,481301.21
782,100085,2025-04-23,debit,3492.29,card,salary,Mumbai,1,90041.17
783,100094,2026-05-05,debit,1853.13,imps,transfer,Bangalore,0,106361.36
784,100050,2025-11-22,credit,4522.14,atm,transfer,Delhi,0,308835.05
785,100006,2025-05-09,debit,1813.98,salary,salary,Chennai,1,57719.52
786,100094,2025-03-28,credit,20473.38,atm,investment,Pune,0,372458.73
787,100064,2025-05-13,debit,4696.34,card,transfer,Chennai,0,234141.01
788,100096,2025-05-26,credit,492.21,cash,salary,Hyderabad,0,141434.66
789,100028,2025-08-24,credit,49552.29,atm,travel,Chennai,0,315214.64
790,100084,2025-04-12,debit,1587.94,neft,travel,Chennai,0,438990.02
791,100016,2025-03-14,debit,39700.78,neft,rent,Bangalore,1,219874.92
792,100038,2026-01-26,credit,4750.23,atm,bill_payment,Chennai,0,61328.71
793,100076,2025-08-22,debit,11713.24,atm,transfer,Mumbai,0,96626.14
794,100054,2025-08-12,debit,2197.03,salary,shopping,Chennai,0,407318.42
795,100057,2026-04-05,credit,26201.2,salary,rent,Chennai,0,211660.85
796,100039,2025-03-04,debit,3720.73,imps,rent,Hyderabad,1,495676.63
797,100028,2026-04-08,debit,21426.26,neft,investment,Mumbai,0,487524.04
798,100025,2025-01-14,debit,3969.18,card,salary,Delhi,0,301169.98
799,100033,2026-05-24,credit,4071.83,atm,rent,Bangalore,0,116420.38
800,100021,2025-07-18,credit,29961.94,atm,shopping,Hyderabad,0,46540.02
801,100021,2025-09-29,credit,41566.95,atm,food,Bangalore,0,404525.93
802,100056,2025-09-10,credit,176.59,card,salary,Mumbai,1,12030.46
803,100088,2025-12-01,credit,11045.65,card,salary,Mumbai,0,418206.63
804,100085,2026-04-10,debit,355.65,imps,investment,Delhi,0,40206.92
805,100013,2026-03-30,debit,2701.08,cash,bill_payment,Chennai,0,400683.36
806,100045,2026-01-28,debit,1483.52,imps,transfer,Delhi,1,390695.58
807,100096,2025-07-23,credit,4999.13,upi,food,Bangalore,0,310336.68
808,100016,2025-07-23,credit,100975.95,card,travel,Bangalore,0,308829.22
809,100081,2025-12-12,credit,1454.36,atm,food,Delhi,0,369639.41
810,100021,2026-03-30,credit,624.17,cash,travel,Mumbai,0,110378.01
811,100047,2025-09-22,credit,702.29,atm,rent,Delhi,0,279551.01
812,100029,2025-11-03,debit,4968.1,card,rent,Pune,0,119388.94
813,100071,2025-03-07,debit,4756.73,cash,shopping,Hyderabad,1,356987.31
814,100048,2026-05-12,credit,152.83,card,investment,Pune,1,13474.69
815,100038,2025-04-24,credit,4300.09,upi,travel,Delhi,0,302118.53
816,100086,2025-01-27,credit,31047.3,salary,shopping,Mumbai,0,323263.5
817,100039,2025-09-17,debit,297.32,imps,transfer,Hyderabad,0,162833.68
818,100008,2025-01-24,credit,26364.72,imps,food,Pune,1,492979.81
819,100011,2026-03-13,credit,29816.43,card,salary,Mumbai,0,69801.19
820,100035,2025-11-21,credit,30912.6,salary,bill_payment,Bangalore,1,135038.72
821,100091,2026-01-24,debit,1725.45,upi,investment,Chennai,0,34307.16
822,100015,2025-09-12,credit,4162.16,cash,bill_payment,Pune,0,389930.57
823,100079,2025-05-31,credit,4787.45,neft,food,Chennai,1,306077.69
824,100077,2025-06-11,debit,1712.91,cash,investment,Bangalore,0,388319.84
825,100080,2025-06-22,credit,3380.89,upi,bill_payment,Bangalore,0,389346.9
826,100083,2025-10-28,credit,90194.91,imps,shopping,Mumbai,0,121899.85
827,100059,2025-02-01,credit,4592.97,upi,salary,Delhi,0,496702.57
828,100034,2026-05-06,debit,365.09,salary,travel,Chennai,0,9502.98
829,100035,2026-05-09,debit,98700.07,upi,shopping,Bangalore,1,451725.25
830,100009,2025-08-20,credit,38434.44,upi,transfer,Pune,0,474389.77
831,100088,2025-09-03,debit,1167.79,upi,salary,Hyderabad,0,304389.04
832,100032,2026-04-23,debit,2746.79,imps,transfer,Mumbai,0,473038.28
833,100043,2025-07-26,credit,15673.67,salary,shopping,Mumbai,0,259267.38
834,100039,2026-02-13,debit,1753.6,imps,investment,Hyderabad,1,398292.11
835,100044,2026-05-11,debit,4892.05,salary,salary,Pune,1,498800.51
836,100065,2026-04-10,debit,36732.52,imps,salary,Mumbai,0,16841.56
837,100039,2025-12-24,debit,2987.37,salary,rent,Pune,0,176514.12
838,100094,2026-05-18,credit,1939.47,imps,food,Hyderabad,0,285872.27
839,100096,2026-03-20,credit,33258.06,neft,salary,Delhi,0,374033.32
840,100045,2026-02-20,credit,27653.21,neft,rent,Chennai,1,323099.45
841,100088,2026-03-14,credit,2804.85,cash,investment,Mumbai,0,484740.83
842,100065,2025-09-25,debit,1675.76,upi,bill_payment,Delhi,1,181585.85
843,100062,2025-05-15,debit,3897.84,neft,travel,Delhi,0,394153.77
844,100002,2025-08-22,credit,3337.93,upi,investment,Hyderabad,0,55536.7
845,100074,2025-07-24,credit,529.17,cash,travel,Bangalore,0,238549.28
846,100043,2025-02-25,debit,3698.41,neft,bill_payment,Bangalore,0,116628.19
847,100035,2025-09-11,debit,4970.87,upi,food,Pune,0,122811.81
848,100029,2025-04-13,debit,15245.42,atm,transfer,Hyderabad,0,157744.23
849,100050,2025-05-29,debit,72111.21,card,bill_payment,Pune,0,239240.39
850,100070,2025-07-26,debit,16978.31,card,shopping,Bangalore,0,288592.02
851,100037,2026-02-02,debit,20952.29,neft,investment,Chennai,0,44997.81
852,100097,2025-08-09,credit,1867.95,cash,rent,Pune,0,365907.67
853,100074,2025-03-30,debit,3779.94,atm,shopping,Chennai,0,315078.52
854,100100,2025-05-15,debit,2515.2,neft,transfer,Bangalore,0,236293.9
855,100022,2025-01-27,debit,27042.91,upi,food,Bangalore,0,8256.4
856,100011,2026-03-09,debit,3002.53,salary,salary,Mumbai,1,400131.38
857,100001,2025-12-24,credit,2460.17,neft,transfer,Hyderabad,1,120673.68
858,100068,2026-04-10,debit,656.73,upi,shopping,Bangalore,0,290521.77
859,100012,2025-02-20,debit,115655.01,upi,food,Chennai,0,182762.59
860,100043,2025-11-17,credit,1957.82,upi,food,Chennai,0,15109.75
861,100020,2025-10-12,debit,4345.68,upi,transfer,Chennai,0,481644.12
862,100011,2025-01-25,debit,21123.93,imps,salary,Delhi,0,433426.16
863,100039,2025-01-27,credit,1092.23,cash,investment,Chennai,0,395078.32
864,100015,2025-03-23,debit,18191.2,cash,salary,Bangalore,0,482687.57
865,100039,2026-04-28,debit,3698.4,cash,rent,Delhi,0,496885.44
866,100003,2026-01-08,debit,84555.9,atm,investment,Hyderabad,1,412846.43
867,100023,2025-12-10,debit,737.02,salary,transfer,Bangalore,0,27146.93
868,100029,2025-02-16,debit,116773.69,cash,travel,Hyderabad,0,30827.91
869,100088,2025-03-24,debit,36207.95,salary,transfer,Hyderabad,0,259068.38
870,100026,2025-02-25,credit,1274.35,card,rent,Bangalore,0,95720.6
871,100021,2025-02-22,debit,4661.62,neft,bill_payment,Mumbai,0,253901.21
872,100089,2025-08-03,debit,3871.03,imps,bill_payment,Hyderabad,1,324126.04
873,100046,2025-08-16,debit,3018.6,card,travel,Delhi,0,19571.39
874,100036,2025-06-12,credit,498.73,upi,bill_payment,Chennai,0,488042.37
875,100081,2025-03-07,credit,47408.14,atm,rent,Chennai,0,378964.35
876,100022,2026-03-02,debit,1868.62,upi,rent,Pune,0,430854.66
877,100025,2025-09-06,debit,76423.14,card,travel,Chennai,0,164924.66
878,100056,2025-06-27,credit,2450.62,salary,transfer,Hyderabad,0,45829.19
879,100010,2025-03-12,credit,3964.67,salary,investment,Hyderabad,0,460734.23
880,100001,2025-05-02,credit,18359.12,cash,transfer,Hyderabad,0,407593.89
881,100015,2026-02-12,debit,4979.63,atm,salary,Mumbai,0,331939.61
882,100075,2025-06-12,debit,825.07,salary,transfer,Hyderabad,0,62239.56
883,100056,2026-02-01,debit,3357.87,upi,shopping,Pune,0,327930.86
884,100013,2025-05-13,credit,29250.73,card,travel,Mumbai,0,84224.99
885,100022,2025-01-17,credit,1553.55,imps,bill_payment,Mumbai,0,494208.89
886,100091,2025-03-19,debit,39690.28,atm,transfer,Delhi,1,193685.32
887,100045,2025-05-09,debit,35519.22,upi,transfer,Mumbai,0,344023.91
888,100035,2025-09-11,credit,1090.05,atm,rent,Chennai,1,208489.95
889,100014,2025-10-08,debit,11549.51,imps,transfer,Chennai,0,8269.79
890,100032,2025-07-25,credit,2642.41,neft,shopping,Delhi,0,463499.45
891,100010,2025-08-24,credit,2512.95,imps,bill_payment,Hyderabad,0,495666.01
892,100048,2025-07-23,credit,37008.95,upi,investment,Hyderabad,0,335445.22
893,100003,2026-04-18,debit,141562.51,neft,rent,Hyderabad,0,317356.93
894,100081,2025-07-03,debit,24108.76,salary,transfer,Delhi,0,392584.81
895,100087,2026-01-13,debit,2068.3,atm,salary,Bangalore,0,229059.29
896,100063,2025-07-07,credit,3615.63,atm,food,Bangalore,0,285515.88
897,100019,2026-05-16,debit,851.68,upi,shopping,Hyderabad,0,425567.39
898,100022,2025-11-25,credit,923.6,cash,rent,Mumbai,0,250718.31
899,100028,2025-06-07,debit,439.19,salary,shopping,Mumbai,0,298727.69
900,100038,2025-01-12,debit,1606.62,card,rent,Delhi,0,271909.69
901,100099,2025-09-10,credit,2140.92,imps,rent,Mumbai,0,32118.24
902,100022,2025-12-26,credit,1629.63,card,travel,Bangalore,1,130713.9
903,100041,2025-02-13,credit,4384.03,neft,travel,Chennai,0,332074.35
904,100039,2025-01-04,credit,3645.92,salary,food,Hyderabad,0,134769.06
905,100083,2026-01-03,credit,3765.43,imps,investment,Mumbai,1,293750.11
906,100043,2026-02-02,debit,2755.88,cash,investment,Mumbai,0,121418.98
907,100001,2025-06-27,debit,4323.54,card,food,Mumbai,0,277956.97
908,100090,2025-02-06,credit,2918.71,salary,salary,Bangalore,0,182326.36
909,100034,2025-12-15,debit,2461.91,upi,rent,Bangalore,1,181006.0
910,100098,2026-04-19,debit,3617.06,salary,shopping,Delhi,0,261541.05
911,100033,2026-02-04,credit,372.35,cash,travel,Pune,0,456748.27
912,100013,2025-02-27,debit,2754.0,neft,rent,Pune,0,62879.96
913,100092,2026-03-05,credit,3164.77,card,investment,Bangalore,1,151623.81
914,100073,2026-02-12,debit,4197.55,imps,rent,Delhi,0,458699.54
915,100075,2026-04-24,debit,3755.35,imps,transfer,Chennai,0,318659.5
916,100031,2025-04-30,debit,544.84,neft,food,Bangalore,0,407645.69
917,100033,2025-03-19,debit,1717.33,cash,rent,Chennai,1,375845.15
918,100090,2026-05-30,credit,444.08,card,investment,Hyderabad,1,367517.5
919,100046,2025-08-06,debit,912.42,upi,shopping,Chennai,0,107503.12
920,100086,2026-04-30,credit,943.9,upi,shopping,Bangalore,0,287791.18
921,100091,2026-01-28,credit,2142.02,atm,transfer,Hyderabad,0,128865.18
922,100033,2026-03-06,debit,3925.08,card,travel,Hyderabad,0,440407.64
923,100006,2026-01-01,credit,3371.63,cash,food,Pune,0,32513.58
924,100096,2026-01-30,debit,4948.12,imps,food,Pune,0,397434.49
925,100092,2025-09-19,debit,9249.1,card,salary,Delhi,0,85089.56
926,100089,2026-05-09,credit,3898.91,upi,travel,Delhi,1,84520.67
927,100084,2025-06-23,credit,2154.23,cash,bill_payment,Bangalore,0,329631.21
928,100052,2025-09-11,credit,40599.12,neft,shopping,Chennai,0,450696.5
929,100080,2025-07-30,credit,8900.58,card,salary,Bangalore,0,37204.41
930,100046,2025-05-16,credit,141149.13,atm,travel,Mumbai,1,30657.97
931,100082,2025-10-07,debit,1624.31,salary,investment,Hyderabad,1,367467.79
932,100004,2025-09-03,debit,3523.83,imps,rent,Mumbai,0,82868.82
933,100011,2026-01-07,debit,2947.98,neft,travel,Mumbai,1,149084.81
934,100025,2025-06-16,debit,4831.14,atm,rent,Delhi,0,428053.45
935,100073,2026-03-17,debit,4963.24,card,bill_payment,Pune,1,141166.83
936,100065,2025-06-06,credit,623.54,imps,investment,Chennai,1,38559.42
937,100060,2026-01-22,debit,49735.1,imps,shopping,Hyderabad,0,214204.15
938,100057,2025-01-15,debit,630.72,imps,shopping,Chennai,0,192582.9
939,100020,2025-04-06,credit,2311.02,card,bill_payment,Pune,0,431203.68
940,100078,2025-03-02,credit,20155.66,neft,food,Pune,0,219430.74
941,100069,2025-07-07,debit,2807.65,salary,shopping,Delhi,1,180321.57
942,100031,2025-06-14,credit,686.84,upi,bill_payment,Bangalore,0,5519.21
943,100001,2025-02-03,debit,4384.59,imps,transfer,Hyderabad,0,320968.2
944,100005,2026-02-11,debit,29320.79,salary,shopping,Hyderabad,0,353886.97
945,100043,2025-12-05,debit,1755.71,atm,transfer,Chennai,0,421051.38
946,100043,2025-09-05,credit,636.0,upi,investment,Bangalore,0,306698.99
947,100094,2025-10-23,debit,1422.76,upi,rent,Mumbai,0,349264.28
948,100061,2025-10-11,credit,32474.13,upi,bill_payment,Hyderabad,0,78819.41
949,100039,2026-03-22,credit,1799.8,upi,investment,Delhi,0,474421.39
950,100090,2026-05-01,credit,1887.93,card,bill_payment,Pune,0,29325.41
951,100085,2025-06-01,debit,2514.01,salary,transfer,Mumbai,1,200968.6
952,100070,2026-01-01,credit,3077.24,neft,bill_payment,Pune,0,87033.96
953,100020,2026-04-27,debit,24921.66,imps,rent,Mumbai,0,278889.38
954,100049,2026-01-30,credit,17250.16,neft,bill_payment,Hyderabad,0,127610.04
955,100094,2025-07-20,debit,130.2,cash,travel,Chennai,1,89706.73
956,100099,2026-01-04,debit,418.03,card,investment,Chennai,1,318865.68
957,100013,2025-12-26,debit,2586.86,cash,rent,Chennai,1,6425.58
958,100033,2025-02-15,credit,1980.32,card,travel,Mumbai,0,394169.34
959,100047,2025-07-18,credit,2613.69,upi,investment,Mumbai,0,89075.3
960,100084,2025-12-13,credit,39742.2,cash,food,Mumbai,1,60084.39
961,100017,2025-07-17,credit,4937.2,atm,transfer,Delhi,0,171135.41
962,100039,2025-03-25,credit,18914.61,card,food,Mumbai,0,80213.42
963,100079,2026-01-06,credit,30100.27,imps,shopping,Bangalore,0,92579.41
964,100012,2025-01-25,debit,2248.92,card,rent,Hyderabad,0,478239.4
965,100041,2025-08-24,debit,3329.47,neft,salary,Hyderabad,0,285639.77
966,100019,2025-01-06,debit,7927.8,salary,rent,Delhi,0,8982.24
967,100052,2026-05-11,credit,46182.82,neft,rent,Mumbai,0,74137.47
968,100052,2026-03-08,credit,288.1,salary,food,Pune,0,435347.71
969,100009,2025-04-21,debit,23926.42,salary,investment,Bangalore,0,157723.26
970,100027,2026-02-04,credit,4683.85,cash,transfer,Hyderabad,0,197259.62
971,100071,2025-07-22,debit,1475.58,salary,salary,Bangalore,0,291461.29
972,100080,2025-01-04,debit,4840.35,atm,investment,Pune,0,424776.55
973,100014,2025-03-05,debit,993.59,atm,bill_payment,Hyderabad,0,389038.57
974,100075,2026-01-07,debit,25439.45,upi,rent,Chennai,0,347035.77
975,100090,2026-04-30,credit,24154.44,card,transfer,Chennai,0,370339.94
976,100024,2025-02-25,credit,107078.83,imps,transfer,Bangalore,1,87571.61
977,100053,2025-09-01,credit,3444.39,cash,food,Pune,0,438945.02
978,100068,2026-04-17,credit,1491.53,card,salary,Bangalore,0,326399.16
979,100017,2026-05-30,credit,19036.53,imps,food,Chennai,1,415399.98
980,100020,2025-04-07,debit,2477.97,neft,rent,Delhi,0,239177.0
981,100036,2025-06-30,credit,4394.21,card,bill_payment,Bangalore,1,39972.48
982,100039,2026-04-28,credit,2678.91,neft,salary,Hyderabad,0,477243.43
983,100070,2025-06-04,credit,1789.58,neft,transfer,Chennai,0,217506.27
984,100023,2025-08-13,credit,4783.77,card,shopping,Chennai,0,344335.37
985,100048,2025-06-02,credit,42679.81,card,food,Chennai,0,111029.89
986,100035,2025-01-02,debit,2583.93,upi,shopping,Pune,0,389568.02
987,100031,2025-08-28,credit,116.88,imps,salary,Chennai,1,85855.66
988,100056,2025-10-04,debit,3309.76,atm,investment,Mumbai,0,458157.69
989,100028,2025-05-11,debit,158.69,card,shopping,Bangalore,0,27183.96
990,100022,2025-06-22,credit,2239.19,neft,transfer,Mumbai,1,227666.41
991,100091,2026-04-01,credit,294.38,cash,travel,Chennai,0,63111.46
992,100052,2025-01-13,credit,49043.65,salary,food,Mumbai,1,38814.44
993,100028,2025-11-23,credit,2954.95,salary,rent,Bangalore,0,282480.45
994,100076,2025-06-18,credit,26168.49,cash,food,Chennai,0,363954.76
995,100014,2026-02-18,credit,2917.62,upi,food,Bangalore,1,320654.43
996,100001,2026-01-21,credit,4079.74,salary,rent,Mumbai,0,269667.7
997,100043,2026-01-30,debit,131981.51,salary,rent,Mumbai,0,56889.68
998,100044,2025-11-28,credit,13022.59,imps,transfer,Chennai,0,103422.87
999,100066,2025-01-24,credit,3755.44,imps,transfer,Delhi,0,33898.95
1000,100071,2025-02-05,credit,1970.11,card,food,Pune,0,22580.16
